,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2012),6430835,Zero Dark Thirty (2012) ,猎杀本·拉登 Zero Dark Thirty,剧情,惊悚,历史,7.6,37261,18.1%,48.6%,29.2%,3.3%,0.9%,美国,1053565,1000225,1305193,1010631,1012506,1274374,1049607,1000230,1049543,1017967,1126747,1275484,1100321,"https://ia.media-imdb.com/images/M/MV5BMTQ4OTUyNzcwN15BMl5BanBnXkFtZTcwMTQ1NDE3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
