,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2013),5323968,Pacific Rim (2013) ,环太平洋 Pacific Rim,动作,科幻,冒险,7.6,277049,22.2%,42.4%,29.7%,4.6%,1.2%,美国,1027182,1000024,1014006,1049501,1004621,1002688,1041498,1088351,1049809,1019033,1274616,1323493,1332272,1040613,1330554,1330552,1330553,"https://ia.media-imdb.com/images/M/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
