,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2011),5993185,Xing kong (2011) ,星空,剧情,爱情,奇幻,7.1,101962,15.5%,36.0%,39.7%,7.4%,1.4%,中国大陆,台湾,1314067,1023236,1315860,1041007,1316037,1215287,1317634,"https://ia.media-imdb.com/images/M/MV5BMjIwMjE2ODc0OV5BMl5BanBnXkFtZTgwMDMwODk3NTE@._V1_UY268_CR8,0,182,268_AL_.jpg"
