,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,director6,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2013),6037429,House of Cards             ,纸牌屋 第一季 House of Cards Season 1,剧情,9.2,123042,64.8%,30.1%,4.6%,0.3%,0.1%,美国,1012521,1014153,1000347,1049637,1276220,1291546,1054432,1002676,1031801,1104615,1319126,1315557,1104745,1040704,1027862,1004702,1327042,1077481,"https://ia.media-imdb.com/images/M/MV5BMjM3ODMyMjc3MV5BMl5BanBnXkFtZTgwNDgzNDc5NzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
