,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,poster
0,(2015),5154799,Jupiter Ascending (2015) ,木星上行 Jupiter Ascending,动作,科幻,冒险,5.3,57682,3.5%,11.8%,43.2%,31.6%,9.9%,美国,英国,1013899,1161012,1031224,1003481,1002683,1010503,1314461,1057004,1049713,1047980,1265872,1317680,1133433,1305558,1018306,1316167,1027195,1220340,1234671,1338036,1332074,1332073,1242769,"https://ia.media-imdb.com/images/M/MV5BMTQyNzk2MjA2NF5BMl5BanBnXkFtZTgwMjEwNzk3MjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
