,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2013),5308265,Journey to the West (2013) ,西游降魔篇,喜剧,奇幻,冒险,7.1,369217,14.8%,38.4%,36.0%,8.1%,2.7%,中国大陆,香港,1048026,1274244,1011513,1138320,1274242,1274317,1326286,1326774,1314248,1313563,1317329,1202926,1322425,1326784,1322073,1317578,1320676,1327150,1327145,1327429,1323181,"https://ia.media-imdb.com/images/M/MV5BMTQzMzUxNzk0NV5BMl5BanBnXkFtZTgwMTEwOTE4MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
