,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2012),6011805,Yi jiu si er (2012) ,一九四二,剧情,历史,战争,灾难,7.4,150025,20.6%,41.8%,29.4%,4.2%,3.9%,中国大陆,1274255,1015115,1026454,1017207,1274233,1045565,1002665,1054521,1043136,1274319,1275649,1274291,1051526,1026452,1274258,1274650,1275683,1313760,1314844,"https://ia.media-imdb.com/images/M/MV5BNjc2OTA3Mjc1Nl5BMl5BanBnXkFtZTcwMjQyNzU3OA@@._V1_UY268_CR5,0,182,268_AL_.jpg"
