,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2013),5364905,Tian ji: Fu chun shan ju tu (2013) ,天机·富春山居图,动作,冒险,2.9,85519,2.0%,1.3%,7.1%,17.1%,72.5%,中国大陆,1324110,1054424,1036839,1016668,1009179,1274429,1336353,1313252,1319281,1336354,1275741,"https://ia.media-imdb.com/images/M/MV5BMzI0MjQ4ODE4Nl5BMl5BanBnXkFtZTcwOTIxNTU2OQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
