,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2011),6425116,Wo kou de zong ji (2011) ,倭寇的踪迹,剧情,动作,武侠,古装,7.2,18338,15.2%,41.1%,33.6%,7.2%,2.9%,中国大陆,1316577,1316257,1316200,1317869,1353204,1357192,1342440,1374367,1364573,1374369,1370903,1374371,1374373,1374374,1374375,1374380,1374379,"https://ia.media-imdb.com/images/M/MV5BMTk0NjA3MDY5Nl5BMl5BanBnXkFtZTcwMjQwOTg4OA@@._V1_UY268_CR6,0,182,268_AL_.jpg"
