,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2015),5327268,The Revenant (2015) ,荒野猎人 The Revenant,剧情,惊悚,冒险,7.8,217518,22.6%,49.1%,25.3%,2.4%,0.5%,美国,1054403,1041029,1049489,1313116,1004692,1354169,1354170,1354171,1354172,1354173,1002713,1317404,1050483,1036425,1213844,1355210,1130990,"https://ia.media-imdb.com/images/M/MV5BY2FmODc2N2QtYmY3MS00YTMwLWI2NGYtZWRmYWVkNjFjZmI0XkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_UX182_CR0,0,182,268_AL_.jpg"
