,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2011),5968334,Tsure ga utsu ni narimashite. (2011) ,丈夫得了抑郁症 ツレがうつになりまして。,剧情,爱情,家庭,8.1,42842,27.0%,50.2%,21.4%,1.3%,0.1%,日本,1015510,1037138,1028795,1048388,1134227,1344402,1322016,1008302,1186310,1054163,1003874,1034232,"https://ia.media-imdb.com/images/M/MV5BNzZiZDg4M2YtZmI3Zi00MDczLWJiNjQtNjM2Nzg2N2ZmN2I3XkEyXkFqcGdeQXVyMzEyMjM4Mjc@._V1_UY268_CR3,0,182,268_AL_.jpg"
