,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2012),6307447,Django Unchained (2012) ,被解救的姜戈 Django Unchained,剧情,动作,西部,冒险,8.6,270329,42.0%,44.8%,12.0%,0.8%,0.2%,美国,1054444,1036329,1041029,1054405,1054408,1004616,1098551,1074908,1036302,1013812,1044877,1036400,1002739,1040579,"https://ia.media-imdb.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
