,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,poster
0,(2017),5350027,Kûkai (2017) ,妖猫传,剧情,悬疑,奇幻,古装,7.0,360060,13.2%,37.1%,37.7%,9.1%,2.9%,中国大陆,日本,1023040,1276105,1315737,1274494,1274463,1226703,1336305,1337644,1323723,1012581,1316331,1274585,1021293,1196361,1316450,1007442,1013738,1353578,1343200,1100355,1358187,1342103,1388968,1316729,1370209,"https://ia.media-imdb.com/images/M/MV5BNmU2NjM0YzUtMjNhOS00NGE3LTk3NmItMmZlZTI1MzI1NWU1XkEyXkFqcGdeQXVyODM4NjEyMTA@._V1_UY268_CR5,0,182,268_AL_.jpg"
