,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,poster
0,(2011),5384548,Scarlet Heart             ,步步惊心,剧情,爱情,8.1,96808,35.4%,40.1%,20.0%,2.8%,1.8%,中国大陆,1276089,1274533,1042466,1274666,1275443,1314535,1028689,1001301,1315429,1315791,1314641,1312690,1274559,1314803,1312820,1315746,1316093,1348491,1315832,1315870,1320879,1319363,1355414,1318471,1327159,1351248,1320883,1330842,1375845,1319956,1355361,1315268,1320404,1347906,"https://ia.media-imdb.com/images/M/MV5BZDE5MmQ0MjEtNmVmNy00MGM5LTk5OTAtY2UxZDMwMDZhNWFiXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_UY268_CR0,0,182,268_AL_.jpg"
