,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2011),6097775,The Artist (2011) ,艺术家 The Artist,剧情,喜剧,爱情,8.4,76741,37.3%,46.1%,14.9%,1.3%,0.4%,法国,比利时,美国,1286302,1018213,1009461,1017898,1006992,1014226,1013868,1019019,1317677,"https://ia.media-imdb.com/images/M/MV5BMDUyZWU5N2UtOWFlMy00MTI0LTk0ZDYtMzFhNjljODBhZDA5XkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_UY268_CR3,0,182,268_AL_.jpg"
