,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2011),5194471,Mural (2011) ,画壁,剧情,动作,爱情,奇幻,4.5,91487,2.6%,6.3%,29.1%,35.5%,26.5%,中国大陆,香港,1274245,1274235,1004856,1274496,1275765,1312846,1313761,1022821,1315866,1002862,1275369,1045364,1321296,1322893,1318954,"https://ia.media-imdb.com/images/M/MV5BOTcxYzA3ODktMDkyOC00Yjc3LWFjMGYtMTdlOTY4MTM4ZDdiXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR4,0,182,268_AL_.jpg"
