,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,poster
0,(2012),6534248,Wreck-It Ralph (2012) ,无敌破坏王 Wreck-It Ralph,喜剧,动画,奇幻,冒险,8.6,190303,46.6%,39.9%,12.5%,0.8%,0.2%,美国,1324037,1017907,1036448,1018002,1009233,1031855,1009334,1125111,1000065,1019056,1114886,1355373,1016698,1013807,1027546,1018090,1140387,1055202,1036534,1049627,1324037,1334839,1009620,1359015,1382978,1381401,1362446,1365893,1382979,1382982,1106152,1365489,1185863,1307788,1274383,1205572,1382983,1318981,"https://ia.media-imdb.com/images/M/MV5BNzMxNTExOTkyMF5BMl5BanBnXkFtZTcwMzEyNDc0OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
