,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2012),6532822,Resident Evil: Retribution (2012) ,生化危机5：惩罚 Resident Evil: Retribution,动作,科幻,恐怖,5.7,98867,5.4%,15.4%,45.7%,25.6%,8.0%,德国,加拿大,美国,法国,1031921,1025154,1025174,1031810,1040990,1013790,1036387,1144860,1314721,1047987,1031959,1031924,"https://ia.media-imdb.com/images/M/MV5BMTA2NTkwNjUxNTZeQTJeQWpwZ15BbWU3MDE2OTMxMTg@._V1_UX182_CR0,0,182,268_AL_.jpg"
