,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2011),5262338,From Up on Poppy Hill (2011) ,虞美人盛开的山坡 コクリコ坂から,剧情,动画,7.8,68558,23.4%,45.2%,28.7%,2.4%,0.3%,日本,1005112,1018667,1042052,1037221,1028681,1048583,1020440,1020600,1005286,1051745,1023337,"https://ia.media-imdb.com/images/M/MV5BMjMzMzM2NTM2NV5BMl5BanBnXkFtZTcwNTk4OTYwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
