,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2011),5960606,Sayonara Bokutachi no Youchien (2011) ,再见我们的幼儿园 さよならぼくたちのようちえん,剧情,8.7,94513,51.0%,36.3%,11.6%,0.9%,0.2%,日本,1310903,1274616,1037118,1314840,1316141,1335296,1316035,1313337,1016878,1042417,1015257,1039597,1006093,1001793,1105724,1040358,"https://ia.media-imdb.com/images/M/MV5BOGM3NWY4YmUtNjIzNS00YmUyLTliZjMtNWFhOGNmNDY3YmUzXkEyXkFqcGdeQXVyMzEyMjM4Mjc@._V1_UY268_CR3,0,182,268_AL_.jpg"
