,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,poster
0,(2012),6386345,Love in the Buff (2012) ,春娇与志明 春嬌與志明,剧情,喜剧,爱情,7.3,274057,16.4%,41.2%,35.7%,5.5%,1.2%,香港,中国大陆,1000148,1173971,1041510,1052359,1274297,1038570,1319764,1025526,1304196,1298762,1041404,1031793,1168077,1275866,1297367,1274534,1045825,1319116,1318835,1275225,1325325,1378629,1274981,1000148,1042568,1275149,1319087,"https://ia.media-imdb.com/images/M/MV5BMTc4NjY4MzI3M15BMl5BanBnXkFtZTgwNjA4NjA2MDE@._V1_UY268_CR9,0,182,268_AL_.jpg"
