,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,poster
0,(2011),6146955,Jiro Dreams of Sushi (2011) ,寿司之神 Jiro Dreams of Sushi,纪录片,8.7,83618,49.7%,39.1%,10.4%,0.6%,0.2%,美国,1029526,1320113,1320114,"https://ia.media-imdb.com/images/M/MV5BMTA5NzQzODUxOTheQTJeQWpwZ15BbWU3MDIwODg1MDc@._V1_UY268_CR5,0,182,268_AL_.jpg"
