,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2012),6053731,Chronicle (2012) ,超能失控 Chronicle,剧情,动作,科幻,惊悚,6.9,33328,10.4%,36.6%,42.6%,8.7%,1.8%,英国,美国,1245020,1317646,1315631,1107320,1104615,1260862,1319618,1319619,"https://ia.media-imdb.com/images/M/MV5BMjEzMjYzMDQ0MV5BMl5BanBnXkFtZTcwNzE1OTM5Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
