,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,poster
0,(2011),5387041,Life in a Day (2011) ,浮生一日 Life in a Day,剧情,纪录片,8.8,53047,52.3%,36.7%,9.9%,0.9%,0.3%,美国,1040757,1319703,1023415,"https://ia.media-imdb.com/images/M/MV5BMjE4MDQ2NTM3Nl5BMl5BanBnXkFtZTcwMDQ1MDY1NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
