,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2013),5319835,101 ci qiu hun (2013) ,101次求婚,爱情,5.6,131939,3.4%,13.8%,50.5%,25.3%,6.9%,中国大陆,台湾,日本,1189801,1274242,1036839,1273313,1274437,1160043,1317139,"https://ia.media-imdb.com/images/M/MV5BMTQ0YjQxYWMtNGZjMS00OGVlLWExNTktOTc2M2MxZjk4MjY3XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
