,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2012),5977836,Jik zin (2012) ,逆战,剧情,动作,惊悚,犯罪,6.4,61403,7.5%,24.4%,50.8%,14.1%,3.2%,香港,中国大陆,1275075,1048000,1050053,1275739,1275547,1045364,1274268,1214684,1316889,1317884,1319067,1280673,1313361,"https://ia.media-imdb.com/images/M/MV5BMTg3MzM5MTQzMF5BMl5BanBnXkFtZTcwNDAwMDYyNw@@._V1_UY268_CR2,0,182,268_AL_.jpg"
