,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2012),6522269,A Scandal in Belgravia             ,神探夏洛克  第二季 Sherlock Season 2,剧情,悬疑,犯罪,9.5,198826,78.2%,18.7%,2.8%,0.2%,0.1%,英国,1055546,1307741,1009405,1049612,1009379,1274365,1027973,1160302,1267074,1274332,1040712,1005073,1221488,"https://ia.media-imdb.com/images/M/MV5BOTFhYzc2MjAtMzM2NS00NzBkLTk5ZjctMWY2MTQ2MzI0ZGM5L2ltYWdlXkEyXkFqcGdeQXVyNTAzOTQ2ODU@._V1_UX182_CR0,0,182,268_AL_.jpg"
