,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2012),5977478,Ruby Sparks (2012) ,恋恋书中人 Ruby Sparks,喜剧,爱情,奇幻,7.5,31777,16.4%,47.1%,32.8%,3.3%,0.5%,美国,1009596,1027997,1027774,1049657,1017944,1022680,1022582,1031879,1027820,1219965,1004567,"https://ia.media-imdb.com/images/M/MV5BMjE2OTM5OTUyOF5BMl5BanBnXkFtZTcwODI4Nzg3Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
