,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2012),5996800,Tai Chi Zero (2012) ,太极1：从零开始,喜剧,动作,奇幻,武侠,古装,5.7,72026,3.8%,17.9%,46.5%,22.9%,8.9%,中国大陆,1023278,1323426,1118167,1033011,1013782,1275721,1138320,1106979,1275639,1033090,1283563,1274267,1274763,1314041,1011479,1023278,1314223,"https://ia.media-imdb.com/images/M/MV5BOTk0OTEyOTczOF5BMl5BanBnXkFtZTcwMDc2MzI2OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
