,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2013),6011806,"The Chef, The Actor, The Scoundrel (2013) ",厨子戏子痞子,喜剧,动作,7.0,164651,12.3%,38.7%,37.6%,8.6%,2.7%,中国大陆,1274919,1000572,1274319,1274242,1023805,1274641,1317139,1317377,1323723,"https://ia.media-imdb.com/images/M/MV5BMTk2ODk3ODIyNl5BMl5BanBnXkFtZTgwMDIxMjU2MTE@._V1_UY268_CR5,0,182,268_AL_.jpg"
