,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2007),2080133,Naam yi boon sik (2007) ,男儿本色,动作,犯罪,6.8,53330,8.1%,33.9%,50.1%,6.8%,1.2%,中国大陆,香港,1274293,1050053,1041510,1036492,1000525,1045364,1275719,"https://ia.media-imdb.com/images/M/MV5BMjI0MTcwMjI3M15BMl5BanBnXkFtZTgwNTExMzk5MTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
