,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2008),2044089,In Bruges (2008) ,杀手没有假期 In Bruges,剧情,喜剧,犯罪,8.1,86708,28.9%,49.4%,19.3%,2.0%,0.4%,英国,美国,1000304,1084255,1000078,1161250,1006956,1361519,1065032,1361520,1088555,1361521,1361522,1009215,1027122,1361523,1274995,1361524,"https://ia.media-imdb.com/images/M/MV5BMTUwOGFiM2QtOWMxYS00MjU2LThmZDMtZDM2MWMzNzllNjdhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
