,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2011),1972729,Real Steel (2011) ,铁甲钢拳 Real Steel,剧情,动作,科幻,运动,8.2,165515,31.4%,47.3%,19.1%,1.8%,0.4%,美国,印度,1289935,1010508,1233393,1013790,1027217,1021963,1000111,1049801,1315378,"https://ia.media-imdb.com/images/M/MV5BMjEzMzEzNjg0N15BMl5BanBnXkFtZTcwMzg4NDk0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
