,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2009),2059321,Broken Embraces (2009) ,破碎的拥抱 Los abrazos rotos,剧情,爱情,惊悚,7.4,11466,12.6%,46.6%,37.4%,2.9%,0.5%,西班牙,1056071,1005774,1000566,1018374,1000873,1028075,1028157,"https://ia.media-imdb.com/images/M/MV5BMzA1ODU3MzI2NF5BMl5BanBnXkFtZTcwMzc3MzA3Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
