,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,poster
0,(2008),2131459,WALL·E (2008) ,机器人总动员 WALL·E,爱情,科幻,动画,冒险,9.3,558101,70.1%,24.8%,4.8%,0.3%,0.1%,美国,1036450,1009535,1000389,1018022,1049585,1053569,1388948,1002680,1004668,1293142,1065267,1388950,1005778,1022803,1036450,1358669,1350746,1348616,1348618,1388951,1353055,1057987,1016698,1131524,1388949,1088278,"https://ia.media-imdb.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
