,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2008),1961963,Cheung gong 7 hou (2008) ,长江七号,喜剧,科幻,6.4,187938,6.8%,24.3%,52.5%,13.8%,2.6%,中国大陆,香港,1048026,1048026,1023236,1274494,1314402,1322425,1313643,1326286,1364867,1326901,"https://ia.media-imdb.com/images/M/MV5BMTUxNTQxNTY5OF5BMl5BanBnXkFtZTcwNjEyNjg1MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
