,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,poster
0,(2007),2078989,"4 Months, 3 Weeks and 2 Days (2007) ","四月三周两天 4 luni, 3 săptămâni și 2 zile",剧情,8.1,19576,29.7%,50.0%,18.4%,1.7%,0.3%,罗马尼亚,1135805,1000379,1005408,1113589,1045676,1051054,1344007,1370336,1337410,1310533,1370337,1370338,1370339,1308443,1370340,1370341,1370342,1370343,1090827,1227967,1319735,1370344,1370345,1370346,"https://ia.media-imdb.com/images/M/MV5BMTM3ODk3ODk4NF5BMl5BanBnXkFtZTcwNjAwMzU1MQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
