,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,poster
0,(2016),2131940,Warcraft (2016) ,魔兽 Warcraft,动作,奇幻,冒险,7.7,192736,28.1%,37.7%,27.3%,4.9%,2.0%,美国,中国大陆,加拿大,日本,1018030,1009451,1010533,1036350,1027502,1040512,1017901,1307508,1013817,1004660,1041498,1335298,1031875,1049641,1341026,1321434,1321554,1313004,1341212,1344552,1170403,1263089,"https://ia.media-imdb.com/images/M/MV5BMjIwNTM0Mzc5MV5BMl5BanBnXkFtZTgwMDk5NDU1ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
