,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2006),1949812,Dong Jing shen pan (2006) ,东京审判,剧情,历史,战争,犯罪,7.3,62410,15.0%,42.6%,36.0%,5.2%,1.2%,中国大陆,1274943,1028689,1015278,1275451,1157914,1041368,1011479,1002862,"https://ia.media-imdb.com/images/M/MV5BMzFiZDgwZmItNWUzMy00ZjQ5LWFmYjAtMDYwODAyMjZhNWMzXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR8,0,182,268_AL_.jpg"
