,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(2008),2052978,Shuang shi ji (2008) ,双食记,剧情,爱情,悬疑,7.0,54760,8.9%,38.7%,45.9%,5.7%,0.9%,中国大陆,1314029,1037098,1050430,1274286,1274391,"https://ia.media-imdb.com/images/M/MV5BYTMzNmQ4MTgtOTZmMC00NTRiLWE3YjQtNzFiZTFmZmUwZTE2XkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR4,0,182,268_AL_.jpg"
