,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,poster
0,(2005),1997681,Xinji chi buliao re doufu (2005) ,心急吃不了热豆腐,喜剧,6.8,22784,7.9%,33.4%,52.3%,5.6%,0.8%,中国大陆,1274535,1274535,1017207,1040928,1313582,1318907,1038974,1035221,1036092,1316688,1274249,1287953,1313876,1322870,1323214,1275044,1316425,1361107,1318058,1361253,1361108,1317017,1361109,1361110,"https://ia.media-imdb.com/images/M/MV5BMzhlNDIxMmEtNmEyZS00MmUzLTk1NmEtZTgyYWQ1ZjBhYTNjXkEyXkFqcGdeQXVyMzE5MjM1NjE@._V1_UY268_CR8,0,182,268_AL_.jpg"
