,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2007),2003389,Death at a Funeral (2007) ,葬礼上的死亡 Death at a Funeral,喜剧,8.1,56446,28.0%,50.5%,19.2%,2.0%,0.4%,英国,美国,德国,荷兰,1019054,1025138,1004645,1000299,1004679,1009580,1031855,1000410,1000215,1009379,1156985,1317436,1028005,1019009,"https://ia.media-imdb.com/images/M/MV5BMjE4OTIyNTM1MF5BMl5BanBnXkFtZTcwMjUzNTg0MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
