,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2009),2076181,Mr. Nobody (2009) ,无姓之人 Mr. Nobody,剧情,爱情,科幻,奇幻,8.2,62539,35.2%,42.1%,19.2%,2.7%,0.7%,加拿大,比利时,法国,德国,1084231,1013764,1013756,1025151,1312514,1010549,1125216,1274356,1274500,1328958,1000392,1000257,1139140,1023344,1191593,1339080,1119004,1241545,"https://ia.media-imdb.com/images/M/MV5BMTg4ODkzMDQ3Nl5BMl5BanBnXkFtZTgwNTEwMTkxMDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
