,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2006),2055017,Lian xi qu (2006) ,练习曲 練習曲,剧情,8.0,48625,28.2%,45.3%,23.7%,2.5%,0.4%,台湾,1275710,1317053,1318089,1165979,1324144,1331396,1313782,1219808,1314996,"https://ia.media-imdb.com/images/M/MV5BMTY5NjI3NzA3N15BMl5BanBnXkFtZTcwNzM4ODAwMw@@._V1_UY268_CR4,0,182,268_AL_.jpg"
