,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2006),2037796,Minyeo-neun goerowo (2006) ,丑女大翻身 미녀는 괴로워,喜剧,爱情,7.1,106715,11.6%,38.9%,44.2%,4.6%,0.7%,韩国,1306647,1028329,1023392,1274595,1317324,1316208,"https://ia.media-imdb.com/images/M/MV5BMTgwNzU5MjkyN15BMl5BanBnXkFtZTgwODQ2MTA2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
