,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2008),1997679,The Mummy: Tomb of the Dragon Emperor (2008) ,木乃伊3 The Mummy: Tomb of the Dragon Emperor,动作,惊悚,奇幻,冒险,5.4,66106,2.8%,11.4%,47.3%,29.5%,8.9%,美国,德国,1032129,1053580,1025146,1002674,1044879,1182959,1022664,1189924,1050076,1000525,"https://ia.media-imdb.com/images/M/MV5BMTU4NDIzMDY1OV5BMl5BanBnXkFtZTcwNjQxMzk3MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
