,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2011),2028585,Puss in Boots (2011) ,穿靴子的猫 Puss in Boots,喜剧,动画,奇幻,冒险,7.6,86846,17.1%,47.3%,32.8%,2.6%,0.3%,美国,1313416,1022582,1047986,1027137,1025200,1000167,1055701,1027182,1292230,"https://ia.media-imdb.com/images/M/MV5BMTMxMTU5MTY4MV5BMl5BanBnXkFtZTcwNzgyNjg2NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
