,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2014),2063914,Godzilla (2014) ,哥斯拉 Godzilla,动作,科幻,冒险,灾难,6.4,107760,7.2%,25.5%,49.9%,14.2%,3.2%,美国,日本,1310557,1017887,1315617,1027181,1031807,1129847,1340336,1044915,1016677,1007009,1013970,1013959,1014383,1330039,"https://ia.media-imdb.com/images/M/MV5BN2E4ZDgxN2YtZjExMS00MWE5LTg3NjQtNTkxMzJhOTA3MDQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
