,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2016),2131669,The Legend of Tarzan (2016) ,泰山归来：险战丛林 The Legend of Tarzan,动作,冒险,6.0,31230,5.7%,19.6%,50.3%,19.7%,4.7%,美国,英国,加拿大,1275147,1049485,1272303,1054408,1054405,1044880,1261575,1145977,1340239,1345023,1346575,"https://ia.media-imdb.com/images/M/MV5BMzY3OTI0OTcyMF5BMl5BanBnXkFtZTgwNjkxNTAwOTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
