,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2011),2028677,Hugo (2011) ,雨果 Hugo,剧情,儿童,传记,奇幻,7.6,134169,18.9%,46.6%,30.5%,3.4%,0.5%,美国,1054425,1000220,1018981,1054393,1027161,1010510,1006977,1054467,1025262,1025197,1022694,1009409,1036322,1054425,"https://ia.media-imdb.com/images/M/MV5BMjAzNzk5MzgyNF5BMl5BanBnXkFtZTcwOTE4NDU5Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
