,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2007),1971111,Enchanted (2007) ,魔法奇缘 Enchanted,喜剧,爱情,动画,歌舞,7.1,41175,12.8%,36.0%,44.3%,6.0%,0.9%,美国,1290070,1022563,1013769,1048023,1031872,1116746,1173042,1054392,1041081,1064239,1290070,1320585,"https://ia.media-imdb.com/images/M/MV5BMjE4NDQ2Mjc0OF5BMl5BanBnXkFtZTcwNzQ2NDE1MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
