,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2013),2049435,Man of Steel (2013) ,超人：钢铁之躯 Man of Steel,动作,科幻,冒险,6.8,127874,11.1%,33.2%,44.9%,8.9%,1.9%,美国,英国,1031904,1044713,1022563,1144415,1016671,1053615,1016674,1000052,1013842,1022596,1162508,1253074,1104615,1233399,1147415,"https://ia.media-imdb.com/images/M/MV5BMTk5ODk1NDkxMF5BMl5BanBnXkFtZTcwNTA5OTY0OQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
