,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2007),2078864,Gossip Girl             ,绯闻女孩 第一季 Gossip Girl Season 1,剧情,爱情,7.9,92983,25.2%,47.8%,23.9%,2.4%,0.6%,美国,1018307,1324058,1279564,1292554,1041026,1000012,1004859,1025140,1041110,1025139,1040581,"https://ia.media-imdb.com/images/M/MV5BNmQ4Zjg1YWYtMTA1Mi00ZGY1LTlmN2ItYTc5ODkzNTFmYWVhXkEyXkFqcGdeQXVyNjQ0OTk1ODg@._V1_UY268_CR13,0,182,268_AL_.jpg"
