,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(1992),2132220,Sanmao Joins the Army (1994) ,三毛从军记,剧情,喜剧,战争,8.4,49913,37.5%,45.4%,15.6%,1.1%,0.3%,中国大陆,1276057,1316231,1276056,1298647,1313680,"https://ia.media-imdb.com/images/M/MV5BYzViZDdhNzktMzRlNC00MmViLTg0YzgtMTU5MWVhMDg3MmVlXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
