,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2007),2124724,Bu neng shuo de. mi mi (2007) ,不能说的秘密 不能說的·祕密,剧情,爱情,音乐,奇幻,7.6,266959,23.0%,40.6%,31.9%,3.9%,0.7%,香港,台湾,1048000,1048000,1215287,1050076,1274432,1317848,"https://ia.media-imdb.com/images/M/MV5BOTg4MzA3MjQ4NF5BMl5BanBnXkFtZTgwMjQ5MTA2MDE@._V1_UY268_CR9,0,182,268_AL_.jpg"
