,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2008),1981242,Vicky Cristina Barcelona (2008) ,午夜巴塞罗那 Vicky Cristina Barcelona,剧情,爱情,7.8,166772,21.6%,48.9%,26.8%,2.4%,0.4%,西班牙,美国,1054430,1044871,1054453,1054414,1005774,1022680,1013791,1050254,"https://ia.media-imdb.com/images/M/MV5BMTU2NDQ4MTg2MV5BMl5BanBnXkFtZTcwNDUzNjU3MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
