,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2010),2056093,The Fighter (2010) ,斗士 The Fighter,剧情,家庭,传记,运动,7.9,30575,20.3%,56.6%,21.7%,1.3%,0.2%,美国,1022739,1035674,1005773,1022563,1049558,1313132,1313133,1273144,1313134,"https://ia.media-imdb.com/images/M/MV5BMTM0ODk3MjM1MV5BMl5BanBnXkFtZTcwNzc1MDIwNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
