,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2010),2072478,Shrek Forever After (2010) ,怪物史瑞克4 Shrek Forever After,喜剧,动作,动画,冒险,7.5,44213,14.9%,48.5%,33.6%,2.6%,0.4%,美国,1292230,1017899,1002672,1054422,1022582,1041081,1041137,1031817,"https://ia.media-imdb.com/images/M/MV5BMTY0OTU1NzkxMl5BMl5BanBnXkFtZTcwMzI2NDUzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
