,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2009),2072848,Bright Star (2009) ,明亮的星 Bright Star,剧情,爱情,传记,7.7,32264,20.5%,47.3%,29.4%,2.5%,0.3%,英国,澳大利亚,法国,1045008,1040985,1025149,1016669,1031968,1022828,1045095,"https://ia.media-imdb.com/images/M/MV5BMTg0NjEwNDgxNF5BMl5BanBnXkFtZTcwMjkyOTM3Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
