,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2006),1997685,Nodame kantâbire             ,交响情人梦 のだめカンタービレ,剧情,喜剧,爱情,9.1,87774,64.5%,27.2%,7.5%,0.7%,0.2%,日本,1316913,1018591,1014473,1037363,1023587,1033257,1174979,1034528,1042776,1033856,1029875,1021168,1319630,1319629,1026688,1003500,1028931,1039379,1274989,"https://ia.media-imdb.com/images/M/MV5BOTg3YzMyYWYtZDQxMi00OTY2LWIxN2ItMmQ4MWNmZDYwODU2XkEyXkFqcGdeQXVyMzE1MjAxNzU@._V1_UY268_CR8,0,182,268_AL_.jpg"
