,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2011),2028669,The Adventures of Tintin (2011) ,丁丁历险记 The Adventures of Tintin: The Secret of the Unicorn,动作,动画,悬疑,冒险,7.6,91485,18.3%,47.8%,30.7%,2.8%,0.4%,美国,新西兰,1054440,1053616,1002708,1025175,1035648,1000102,1040521,1107884,"https://ia.media-imdb.com/images/M/MV5BNDE5MDExNTQ1OF5BMl5BanBnXkFtZTcwMDIxMTM5Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
