,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2008),2028666,Changeling (2008) ,换子疑云 Changeling,剧情,悬疑,惊悚,8.4,101726,34.0%,50.6%,14.5%,0.8%,0.1%,美国,1054436,1054447,1315243,1315244,1041013,1022706,1044732,1104615,"https://ia.media-imdb.com/images/M/MV5BOTA1Mzg3NjIxNV5BMl5BanBnXkFtZTcwNzU2NTc5MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
