,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2008),2034997,Brideshead Revisited (2008) ,故园风雨后 Brideshead Revisited,剧情,爱情,7.7,24989,18.6%,49.8%,29.0%,2.2%,0.4%,英国,意大利,摩洛哥,1045304,1054514,1000008,1025149,1000051,1027154,1004699,1000395,1013981,1157457,1072053,1314866,1069492,1274995,"https://ia.media-imdb.com/images/M/MV5BMTQ4MTU5MjAyN15BMl5BanBnXkFtZTcwOTcxMzE3MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
