,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,poster
0,(2010),1978709,Black Swan (2010) ,黑天鹅 Black Swan,剧情,惊悚,8.5,439315,40.5%,45.7%,12.6%,0.9%,0.2%,美国,1041000,1054454,1003481,1036377,1006998,1012519,1312859,1312747,1040780,1040740,1021985,1018058,1313058,1123828,1153233,1313059,1058032,1313060,1137328,1093303,1328704,1385860,1084575,1317270,1352765,"https://ia.media-imdb.com/images/M/MV5BNzY2NzI4OTE5MF5BMl5BanBnXkFtZTcwMjMyNDY4Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
